path_id,stress_fraction,terminal_payoff,Unhedged short option,Constant-correlation hedge,Regime-switching hedge,Constant-correlation hedge (adjusted to regime premium)
106,0.0,0.0,18.720402353570115,0.65158695731617,0.5741176036214461,0.14502754429077147
107,0.08333333333333333,0.0,18.720402353570115,-1.5904988446006953,-1.874903437486141,-2.097058257626094
108,0.08333333333333333,27.290205400079714,-8.569803046509598,3.639328278507321,2.700022185373385,3.1327688654819226
109,0.25,0.0,18.720402353570115,-0.5797739611821686,-1.4339952442401398,-1.0863333742075671
110,0.0,25.38125494982596,-6.660852596255843,-2.175115034582987,-1.3926324631018616,-2.6816744476083856
111,0.08333333333333333,18.429531882220445,0.29087047134967037,8.483378886966236,8.109021349309685,7.976819473940838
112,0.16666666666666666,2.7049182079243934,16.015484145645722,2.724989629608526,2.5854914547673626,2.2184302165831276
113,0.0,0.0,18.720402353570115,-1.7505485833292347,-2.434858169079891,-2.257107996354633
114,0.3333333333333333,0.0,18.720402353570115,3.738576452360679,1.9711078726301245,3.2320170393352803
115,0.08333333333333333,146.56236594240042,-127.84196358883031,-2.884673001228151,-3.956156332551842,-3.3912324142535497
116,0.0,0.0,18.720402353570115,-4.257383095510572,-2.864940277041124,-4.763942508535971
117,0.16666666666666666,3.5688307428170702,15.151571610753045,1.6337963355104677,3.154509765172321,1.1272369224850691
118,0.08333333333333333,0.0,18.720402353570115,-1.4266774628176606,-2.289670255057352,-1.9332368758430591
119,0.25,0.0,18.720402353570115,-1.7098491546609447,-2.3035141702315745,-2.216408567686343
120,0.08333333333333333,73.30254185308618,-54.58213949951607,-0.17919394689047863,-0.045215917271832495,-0.6857533599158772
121,0.25,66.65102819475851,-47.930625841188395,-2.060989930688166,-2.008694409998583,-2.5675493437135644
122,0.08333333333333333,0.0,18.720402353570115,0.5509537261740954,0.36551058405525266,0.04439431314869691
123,0.0,0.0,18.720402353570115,2.7255375101459762,4.49692192358831,2.2189780971205777
124,0.16666666666666666,116.7826623721553,-98.06226001858519,-0.28887229872545106,-0.9152514639511224,-0.7954317117508496
125,0.08333333333333333,0.0,18.720402353570115,-4.132263365577017,-4.3722613110610995,-4.638822778602416
126,0.08333333333333333,0.0,18.720402353570115,-0.14671443138055462,-0.8980205701883968,-0.6532738444059532
127,0.08333333333333333,74.84008519758606,-56.11968284401595,-3.727224551509181,-3.5435473344216604,-4.233783964534579
128,0.16666666666666666,0.0,18.720402353570115,1.3350386704328367,0.6218570615040877,0.8284792574074382
129,0.08333333333333333,0.0,18.720402353570115,5.140409447662737,2.8728995218481232,4.633850034637339
130,0.08333333333333333,0.0,18.720402353570115,4.575400660338305,3.6396125072485455,4.068841247312907
131,0.16666666666666666,136.67731473417666,-117.95691238060655,2.4762947346820283,-0.18278574797784586,1.9697353216566298
132,0.0,0.0,18.720402353570115,0.11545940308739588,-0.03318430949970619,-0.39110000993800265
133,0.16666666666666666,28.22935442177345,-9.508952068203335,1.6319135558588869,0.1208368811778513,1.1253541428334883
134,0.16666666666666666,0.0,18.720402353570115,-3.1995780079589373,-2.973902607277939,-3.706137420984336
135,0.16666666666666666,0.0,18.720402353570115,-2.2345411156032604,-2.710125555044012,-2.741100528628659
136,0.0,3.1213236759315777,15.599078677638538,4.504221541346368,0.3834617076457647,3.9976621283209695
137,0.16666666666666666,6.7047395555019165,12.015662798068199,3.1275864895860224,3.6119560257450445,2.621027076560624
138,0.16666666666666666,0.0,18.720402353570115,-1.7385214200772399,-1.7987218197013701,-2.245080833102638
139,0.0,48.3818726721432,-29.661470318573087,-0.8546640561257419,-1.3268101440298636,-1.3612234691511405
140,0.25,19.65073672388681,-0.9303343703166931,3.107819688743959,1.9959044234056336,2.6012602757185603
141,0.16666666666666666,0.0,18.720402353570115,1.3088315429716566,2.0778566309937787,0.8022721299462581
142,0.0,0.0,18.720402353570115,-7.688720589450352,-9.176221665448853,-8.19528000247575
143,0.16666666666666666,0.0,18.720402353570115,4.6373020251056,3.0583340110220716,4.130742612080201
144,0.0,28.744258390999192,-10.023856037429077,-8.164360422121234,-7.10855872283004,-8.670919835146632
145,0.25,0.0,18.720402353570115,-3.807561891435921,-4.020657574808744,-4.314121304461319
146,0.25,0.0,18.720402353570115,-0.24567831352940644,-0.34022048329269494,-0.752237726554805
147,0.08333333333333333,4.746849587718842,13.973552765851274,3.026288607477568,2.536903588940419,2.5197291944521694
148,0.08333333333333333,22.649592735468147,-3.9291903818980316,0.26610342687000355,0.49224202053309796,-0.24045598615539499
149,0.08333333333333333,0.0,18.720402353570115,1.1815157523141835,0.17857349476011564,0.674956339288785
